GeoAssetID,OwnerCompanyID,Percentage,CompanyName
9686,1102,1.0000,Novatek
5150,1105,1.0000,Numaligarh Refinery
4773,1106,1.0000,NuStar
4870,1112,1.0000,Nynas
4929,1112,1.0000,Nynas
4967,1112,1.0000,Nynas
9697,1112,1.0000,Nynas
5136,1138,1.0000,Oil and Natural Gas Corporation Limited
5026,1141,1.0000,Bazan Group
4894,1144,1.0000,OilTanking
5100,1151,1.0000,Oman Refineries And Petrochemicals
5101,1151,1.0000,Oman Refineries And Petrochemicals
6958,1151,1.0000,Oman Refineries And Petrochemicals
4994,1159,1.0000,OMV
4964,1159,1.0000,OMV
4947,1159,1.0000,OMV
5243,1175,1.0000,Osaka Gas
5110,1188,1.0000,Pakistan Arab Refinery Company
5114,1188,1.0000,Pakistan Arab Refinery Company
4625,1204,1.0000,Par Pacific Holdings
4680,1204,1.0000,Par Pacific Holdings
5025,1212,1.0000,PAZ
4647,1214,1.0000,PBF Energy
4746,1214,1.0000,PBF Energy
4762,1214,0.0000,PBF Energy
4793,1214,1.0000,PBF Energy
4790,1214,1.0000,PBF Energy
4787,1219,0.5000,PDVSA
4820,1219,1.0000,PDVSA
4821,1219,1.0000,PDVSA
4822,1219,1.0000,PDVSA
4823,1219,1.0000,PDVSA
4807,1219,1.0000,PDVSA
4721,1219,1.0000,PDVSA
4934,1219,1.0000,PDVSA
5116,1219,1.0000,PDVSA
5121,1219,0.5000,PDVSA
5088,1219,1.0000,PDVSA
9714,1219,1.0000,PDVSA
9715,1219,0.6000,PDVSA
9716,1219,0.7000,PDVSA
15990,1219,0.2500,PDVSA
5001,1223,1.0000,Pemex
4685,1223,1.0000,Pemex
4687,1223,1.0000,Pemex
4688,1223,1.0000,Pemex
4795,1223,1.0000,Pemex
4902,1223,1.0000,Pemex
15945,1229,1.0000,Perenco
5233,1231,1.0000,Pertamina
16124,1231,1.0000,Pertamina
5155,1231,1.0000,Pertamina
5163,1231,1.0000,Pertamina
5195,1231,1.0000,Pertamina
5185,1231,0.5000,Pertamina
5173,1231,1.0000,Pertamina
5175,1231,1.0000,Pertamina
5178,1231,1.0000,Pertamina
4827,1240,0.5000,Petro Gas
4629,1241,1.0000,Petro Star
4630,1241,1.0000,Petro Star
4710,1242,1.0000,Petrobras
4830,1242,1.0000,Petrobras
4839,1242,1.0000,Petrobras
4840,1242,1.0000,Petrobras
4841,1242,1.0000,Petrobras
4842,1242,1.0000,Petrobras
4843,1242,1.0000,Petrobras
4844,1242,1.0000,Petrobras
4845,1242,1.0000,Petrobras
4847,1242,1.0000,Petrobras
4848,1242,1.0000,Petrobras
4849,1242,1.0000,Petrobras
4837,1242,1.0000,Petrobras
5228,1242,1.0000,Petrobras
9630,1242,1.0000,Petrobras
5225,1246,1.0000,PetroChina
5219,1246,1.0000,PetroChina
5220,1246,1.0000,PetroChina
5222,1246,1.0000,PetroChina
5223,1246,1.0000,PetroChina
5214,1246,1.0000,PetroChina
9650,1246,1.0000,PetroChina
9651,1246,1.0000,PetroChina
9643,1246,1.0000,PetroChina
9644,1246,1.0000,PetroChina
9641,1246,1.0000,PetroChina
9635,1246,1.0000,PetroChina
9636,1246,1.0000,PetroChina
9637,1246,1.0000,PetroChina
9638,1246,1.0000,PetroChina
9639,1246,1.0000,PetroChina
4868,1246,0.5000,PetroChina
5176,1246,1.0000,PetroChina
5211,1246,1.0000,PetroChina
5168,1246,1.0000,PetroChina
5139,1246,1.0000,PetroChina
5144,1246,1.0000,PetroChina
4788,1249,1.0000,Petroecuador
4776,1249,1.0000,Petroecuador
4779,1249,1.0000,Petroecuador
4787,1251,0.5000,Petrojam
5111,1252,1.0000,Petrokazakhstan
5210,1268,1.0000,Petron
5189,1269,1.0000,Petronas
5166,1269,1.0000,Petronas
5167,1269,1.0000,Petronas
5014,1269,1.0000,Petronas
10786,1269,1.0000,Petronas
15999,1269,0.5000,Petronas
4782,1273,1.0000,Petroperu
4785,1273,1.0000,Petroperu
4804,1273,1.0000,Petroperu
4771,1273,1.0000,Petroperu
4969,1275,0.2500,PetroSA
5030,1278,1.0000,Petrotrin
5177,1279,1.0000,PetroVietnam
16099,1279,1.0000,PetroVietnam
9708,1285,1.0000,Phillips 66
4743,1285,0.5000,Phillips 66
4745,1285,1.0000,Phillips 66
4705,1285,1.0000,Phillips 66
4701,1285,1.0000,Phillips 66
4728,1285,1.0000,Phillips 66
4639,1285,1.0000,Phillips 66
4634,1285,1.0000,Phillips 66
4648,1285,1.0000,Phillips 66
4650,1285,1.0000,Phillips 66
4684,1285,0.5000,Phillips 66
4667,1285,1.0000,Phillips 66
4800,1285,1.0000,Phillips 66
4774,1285,1.0000,Phillips 66
4775,1285,1.0000,Phillips 66
4915,1285,0.1800,Phillips 66
4877,1285,1.0000,Phillips 66
4979,1289,1.0000,PKN Orlen
4976,1289,1.0000,PKN Orlen
4736,1290,1.0000,Placid Refining Company
4933,1312,1.0000,Preem
4937,1312,1.0000,Preem
5159,1337,0.3600,PTT Aromatics and Refining Public Company
5160,1337,1.0000,PTT Aromatics and Refining Public Company
9700,1337,1.0000,PTT Aromatics and Refining Public Company
4831,1338,1.0000,PTT Public Company Limited
4759,1340,1.0000,Puma Energy
5262,1340,1.0000,Puma Energy
9674,1345,1.0000,Qaiwan Group
15994,1350,0.8400,Qatar Petroleum
5080,1350,0.5100,Qatar Petroleum
5081,1350,0.8400,Qatar Petroleum
5079,1350,1.0000,Qatar Petroleum
4998,1364,1.0000,Rafo
5135,1373,1.0000,Refinadora Costarricense de Petroleo
4997,1374,1.0000,Refineria Dominicana de Petroleo SA
5266,1375,1.0000,Refining New Zealand
9667,1378,1.0000,Reliance
5113,1378,1.0000,Reliance
4784,1380,1.0000,Repsol
4883,1380,1.0000,Repsol
4869,1380,1.0000,Repsol
4866,1380,1.0000,Repsol
4874,1380,1.0000,Repsol
4857,1380,1.0000,Repsol
15989,1380,0.5000,Repsol
5003,1388,1.0000,Rompetrol
5035,1390,1.0000,Rosneft
5056,1390,1.0000,Rosneft
5044,1390,1.0000,Rosneft
5040,1390,1.0000,Rosneft
4952,1390,0.5400,Rosneft
5124,1390,1.0000,Rosneft
5071,1390,1.0000,Rosneft
5074,1390,1.0000,Rosneft
5067,1390,1.0000,Rosneft
5140,1390,1.0000,Rosneft
5146,1390,1.0000,Rosneft
5172,1390,1.0000,Rosneft
5185,1390,0.5000,Rosneft
4915,1390,0.2400,Rosneft
15955,1390,1.0000,Rosneft
15958,1390,0.9610,Rosneft
15967,1390,0.5000,Rosneft
9715,1390,0.4000,Rosneft
9664,1390,0.2500,Rosneft
4730,1399,0.2400,Rubis
5038,1403,1.0000,Russneft
15966,1415,0.0284,Sakhalin Energy Investment
4921,1431,1.0000,Saras SPA
9696,1434,0.6400,Sasol
9694,1436,1.0000,Aramco Trading Company
9695,1436,0.6300,Aramco Trading Company
5230,1436,0.5000,Aramco Trading Company
15999,1436,0.5000,Aramco Trading Company
16187,1436,1.0000,Aramco Trading Company
5058,1436,1.0000,Aramco Trading Company
5041,1436,1.0000,Aramco Trading Company
5039,1436,0.3700,Aramco Trading Company
5036,1436,0.5000,Aramco Trading Company
5033,1436,0.5000,Aramco Trading Company
5034,1436,0.6200,Aramco Trading Company
5070,1436,0.3333,Aramco Trading Company
5075,1436,1.0000,Aramco Trading Company
5234,1461,1.0000,Seibu Shipping
5092,1480,1.0000,Sharjah Oil
5070,1482,0.3333,Shell
5164,1482,1.0000,Shell
5171,1482,1.0000,Shell
5024,1482,0.3333,Shell
5013,1482,0.5000,Shell
4916,1482,0.3333,Shell
4925,1482,1.0000,Shell
4952,1482,0.3700,Shell
4712,1482,1.0000,Shell
4752,1482,1.0000,Shell
4657,1482,1.0000,Shell
4641,1482,1.0000,Shell
4636,1482,1.0000,Shell
4915,1482,0.3200,Shell
4908,1482,1.0000,Shell
4898,1482,1.0000,Shell
4853,1482,1.0000,Shell
5232,1482,1.0000,Shell
5213,1482,1.0000,Shell
5246,1482,1.0000,Shell
5260,1482,1.0000,Shell
9632,1482,1.0000,Shell
9625,1482,1.0000,Shell
9705,1482,1.0000,Shell
9663,1482,1.0000,Shell
15990,1482,0.5000,Shell
16004,1482,0.3333,Shell
4664,1506,1.0000,Silver Eagle Refining Company
4660,1506,1.0000,Silver Eagle Refining Company
4673,1512,1.0000,Sinclair Oil Corp
4670,1512,1.0000,Sinclair Oil Corp
5170,1514,1.0000,Singapore Refining Company
16120,1518,1.0000,Sinochem
16086,1520,1.0000,Sinopec
9640,1520,1.0000,Sinopec
9642,1520,1.0000,Sinopec
9645,1520,1.0000,Sinopec
9646,1520,1.0000,Sinopec
9647,1520,1.0000,Sinopec
9648,1520,1.0000,Sinopec
9649,1520,1.0000,Sinopec
7222,1520,1.0000,Sinopec
5216,1520,1.0000,Sinopec
5217,1520,1.0000,Sinopec
5218,1520,1.0000,Sinopec
5186,1520,1.0000,Sinopec
5187,1520,1.0000,Sinopec
5188,1520,1.0000,Sinopec
5190,1520,1.0000,Sinopec
5179,1520,1.0000,Sinopec
5182,1520,1.0000,Sinopec
5183,1520,1.0000,Sinopec
5209,1520,1.0000,Sinopec
5193,1520,1.0000,Sinopec
5194,1520,1.0000,Sinopec
5196,1520,1.0000,Sinopec
5197,1520,1.0000,Sinopec
5198,1520,1.0000,Sinopec
5200,1520,1.0000,Sinopec
5201,1520,1.0000,Sinopec
5203,1520,1.0000,Sinopec
5034,1520,0.3700,Sinopec
5226,1528,1.0000,SK
5229,1528,1.0000,SK
5045,1531,1.0000,Slavneft
5005,1531,1.0000,Slavneft
5072,1538,1.0000,Socar
5073,1538,1.0000,Socar
4850,1542,1.0000,Societe Africaine de Raffinage
4867,1547,1.0000,Societe Ivoirienne de Raffinage
4950,1558,1.0000,Sonangol Group
4948,1558,1.0000,Sonangol Group
15992,1558,0.2799,Sonangol Group
4923,1559,1.0000,Sonara
4907,1561,1.0000,Sonatrach
4875,1561,1.0000,Sonatrach
4905,1561,1.0000,Sonatrach
4887,1561,1.0000,Sonatrach
9622,1561,0.7000,Sonatrach
9617,1561,1.0000,Sonatrach
4940,1582,1.0000,St1 Energy
4834,1583,1.0000,Staatsolie Maatschappij Suriname N.V.
4932,1596,1.0000,Equinor
9682,1596,1.0000,Equinor
5039,1617,0.3700,Sumitomo Chemical
4780,1620,1.0000,Suncor
4802,1620,1.0000,Suncor
4675,1620,1.0000,Suncor
4656,1620,1.0000,Suncor
4767,1620,1.0000,Suncor
4797,1621,1.0000,Sunoco
4791,1621,1.0000,Sunoco
5016,1624,1.0000,Surgutneftegas
5029,1631,1.0000,Syrian Petroleum Company
9688,1636,1.0000,TAIF Group
5238,1638,1.0000,Taiyo Oil
4927,1642,1.0000,Tamoil
4906,1642,1.0000,Tamoil
9689,1651,1.0000,Tatneft
15968,1651,1.0000,Tatneft
4880,1667,1.0000,Tema Oil Refinery
5157,1677,1.0000,Thai Oil
4926,1683,1.0000,The Tunisian Company for Refining Industries
5251,1698,1.0000,TOA OIL
9695,1709,0.3700,Total
9696,1709,0.3600,Total
15994,1709,0.1000,Total
16005,1709,0.5000,Total
4924,1709,1.0000,Total
4916,1709,0.3333,Total
4918,1709,0.2500,Total
4942,1709,1.0000,Total
4945,1709,1.0000,Total
5070,1709,0.3333,Total
5081,1709,0.1000,Total
5080,1709,0.1000,Total
4881,1709,1.0000,Total
4884,1709,1.0000,Total
4886,1709,1.0000,Total
4896,1709,1.0000,Total
4889,1709,0.5000,Total
4899,1709,1.0000,Total
4903,1709,1.0000,Total
4876,1709,1.0000,Total
4872,1709,1.0000,Total
4730,1709,0.5000,Total
4722,1709,1.0000,Total
4748,1713,1.0000,Trafigura
15992,1713,0.4941,Trafigura
4638,1714,1.0000,TrailStone
5046,1742,1.0000,Tupras
5023,1742,1.0000,Tupras
5007,1742,1.0000,Tupras
4999,1742,1.0000,Tupras
5024,1743,0.3333,Turcas
5086,1745,1.0000,Turkmenistan State
5103,1745,1.0000,Turkmenistan State
5022,1747,1.0000,Ukrtatnafta
4987,1747,1.0000,Ukrtatnafta
4991,1747,1.0000,Ukrtatnafta
4640,1796,1.0000,Valero
4682,1796,1.0000,Valero
4690,1796,1.0000,Valero
4694,1796,1.0000,Valero
4695,1796,1.0000,Valero
4744,1796,1.0000,Valero
4747,1796,1.0000,Valero
4742,1796,1.0000,Valero
4719,1796,1.0000,Valero
4708,1796,1.0000,Valero
4717,1796,1.0000,Valero
4700,1796,1.0000,Valero
4865,1796,1.0000,Valero
4810,1796,1.0000,Valero
9702,1796,1.0000,Valero
9709,1796,1.0000,Valero
9664,1804,0.4500,Varo
4909,1804,1.0000,Varo
4892,1831,1.0000,Vitol
5099,1831,1.0000,Vitol
9627,1831,1.0000,Vitol
16102,1831,1.0000,Vitol
16004,1833,0.3334,Vopak
4789,1847,1.0000,Western Refining
4814,1872,1.0000,Yacimentos Petroliferos Bolivianos
4815,1872,1.0000,Yacimentos Petroliferos Bolivianos
4816,1872,1.0000,Yacimentos Petroliferos Bolivianos
4824,1872,0.7100,Yacimentos Petroliferos Bolivianos
4826,1872,1.0000,Yacimentos Petroliferos Bolivianos
4910,1872,1.0000,Yacimentos Petroliferos Bolivianos
4827,1873,0.5000,Yacimientos Petroliferos Fiscales
9718,1876,1.0000,Yemen Petroleum company
9660,2012,1.0000,Midor
7138,2093,1.0000,Neopetro
5122,2108,1.0000,Mangalore Refinery and Petrochemicals
4954,2113,1.0000,Unipetrol
4951,2113,1.0000,Unipetrol
16040,2140,1.0000,ChemChina Petrochemical
15979,2140,0.1960,ChemChina Petrochemical
16110,2140,1.0000,ChemChina Petrochemical
16093,2140,1.0000,ChemChina Petrochemical
16056,2140,1.0000,ChemChina Petrochemical
16051,2140,1.0000,ChemChina Petrochemical
16052,2140,1.0000,ChemChina Petrochemical
16138,2140,1.0000,ChemChina Petrochemical
16126,2140,1.0000,ChemChina Petrochemical
16112,2140,1.0000,ChemChina Petrochemical
16165,2140,1.0000,ChemChina Petrochemical
16160,2140,1.0000,ChemChina Petrochemical
16148,2140,1.0000,ChemChina Petrochemical
16149,2140,1.0000,ChemChina Petrochemical
4829,2216,0.5000,AkzoNobel
16098,2234,1.0000,Inpex
16172,2269,1.0000,Petroplus
4731,2353,1.0000,Andeavor
4681,2353,1.0000,Andeavor
4686,2353,1.0000,Andeavor
4671,2353,1.0000,Andeavor
4669,2353,1.0000,Andeavor
4661,2353,1.0000,Andeavor
4635,2353,1.0000,Andeavor
4626,2353,1.0000,Andeavor
4651,2353,1.0000,Andeavor
4642,2353,1.0000,Andeavor
4649,2353,1.0000,Andeavor
9675,2411,1.0000,Aktobe Refinery
9616,2412,0.8500,ARMO
4824,2413,0.2800,Axion Energy Argentina SA
5105,2413,1.0000,Axion Energy Argentina SA
5027,2414,1.0000,Banias Refining
4691,2415,1.0000,Blue Dolphin Energy
9634,2417,0.4000,Chadian Ministry of Petroleum
9623,2418,1.0000,DAPSA
9629,2419,1.0000,Dax Oil
9658,2420,1.0000,Falcondo
4678,2421,1.0000,Federated Co-operatives Limited
4693,2422,1.0000,Flint Hills
4729,2422,1.0000,Flint Hills
5102,2423,1.0000,ForteInvest
9613,2424,1.0000,Ghazanfar Group
9633,2425,1.0000,Gibson Energy
9710,2426,1.0000,Goodway Refining
9616,2427,0.1500,Government of Albania
5010,2428,0.5000,Government of Sudan
9684,2430,1.0000,Ilsky Refinery
5004,2431,1.0000,Indeni Petroleum Refinery
